"","date","mean_daily_sentiment","total_tweets","total_tweets_incl_retweets"
"485",2019-01-28,-0.0267402687218195,2735,2924
"486",2019-01-29,-0.00813544140297639,3037,3360
"487",2019-01-30,-0.00853091764793019,2255,2489
"488",2019-01-31,-0.0195418540137127,1921,2010
"489",2019-02-01,-0.000664458387416105,2166,4682
"490",2019-02-02,-0.0168802127574631,1629,2844
"491",2019-02-03,-0.0127213862496769,1418,2044
"492",2019-02-04,-0.0363890913080122,2457,2904
"493",2019-02-05,-0.021308739870409,2465,2814
"494",2019-02-06,-0.0252780316846698,2680,2872
"495",2019-02-07,-0.0168431522588362,2942,3215
"496",2019-02-08,-0.0114944932054734,2372,2727
"497",2019-02-09,-0.0174732653533909,2048,2187
"498",2019-02-10,-0.00946516728988207,1817,2027
"499",2019-02-11,-0.0108438214300282,2002,2641
"500",2019-02-12,-0.000995997873387818,2197,2547
"501",2019-02-13,-0.00205379236389702,2088,2324
"502",2019-02-14,-0.0034255914920276,2012,2151
"503",2019-02-15,-0.0144937811669453,1523,1697
"504",2019-02-16,-0.0228868266793003,1221,1352
"505",2019-02-17,-0.0147390038463395,1398,1549
"506",2019-02-18,-0.0141701116269276,1543,1738
"507",2019-02-19,-0.031619994366899,2356,2887
"508",2019-02-20,-0.0243409717339664,2694,2970
"509",2019-02-21,-0.0166935783972896,1759,1865
"510",2019-02-22,-0.0203319174709885,2304,2483
"511",2019-02-23,-0.030950829395028,1611,1935
"512",2019-02-24,-0.00040520132356484,1331,1444
"513",2019-02-25,-0.0137811023318157,2145,2209
"514",2019-02-26,0.00797845848189377,1940,2083
"515",2019-02-27,-0.000326121932594045,1900,2287
"516",2019-02-28,0.0190601330035148,1554,1620
"517",2019-03-01,0.0233582429479992,2291,4798
"518",2019-03-02,-0.00314557365406742,1785,3055
"519",2019-03-03,-0.0141237877939599,2051,3501
"520",2019-03-04,-0.0190590714641208,2505,3310
"521",2019-03-05,-0.00937932728640249,2268,2670
"522",2019-03-06,-0.00541992047698928,2569,2824
"523",2019-03-07,-0.00719937471822542,2455,2755
"524",2019-03-08,0.0345179983278939,2835,3203
"525",2019-03-09,0.0120907255307201,1694,1891
"526",2019-03-10,-0.00553610653300223,1409,1517
"527",2019-03-11,-0.0385081891026832,1918,2360
"528",2019-03-12,-0.0365472261466531,2156,2385
"529",2019-03-13,-0.0282359505915961,2133,2282
"530",2019-03-14,-0.0195964607846586,1891,2020
"531",2019-03-15,0.00780485962865657,1416,1519
"532",2019-03-16,0.00541518540134378,1184,1246
"533",2019-03-17,-0.00450228010417316,1162,1266
"534",2019-03-18,0.00100936662413352,1687,1922
"535",2019-03-19,-0.00420513981042281,1757,1862
"536",2019-03-20,2.08195590762328e-05,1399,1507
"537",2019-03-21,0.00303832482494892,1455,1563
"538",2019-03-22,0.011164800948064,1393,1468
"539",2019-03-23,-0.0182837388020117,1305,1360
"540",2019-03-24,-0.0242502452481113,1478,1920
"541",2019-03-25,-0.0150332032925532,1579,1645
"542",2019-03-26,-0.0186393446274898,1773,1937
"543",2019-03-27,-0.0236175864752478,2222,2467
"544",2019-03-28,-0.0175290621597592,1730,1848
"545",2019-03-29,0.00772816486245778,1970,2198
"546",2019-03-30,-0.0312900579883948,2484,2548
"547",2019-03-31,-0.0377615663564618,2668,2811
"548",2019-04-01,-0.0363277584361411,5361,8049
"549",2019-04-02,-0.0322157182590578,5883,7369
"550",2019-04-03,-0.0223066504152068,4718,5868
"551",2019-04-04,-0.018567199661819,3462,3787
"552",2019-04-05,-0.0180044517956741,3193,3583
"553",2019-04-06,-0.0070312111847968,2578,2917
"554",2019-04-07,-0.00208578233698962,1532,1655
"555",2019-04-08,-0.0170331521717727,1518,1752
"556",2019-04-09,-0.00603906101041865,1628,1836
"557",2019-04-10,-0.00900368765101771,1429,1627
"558",2019-04-11,-0.0164078989803226,1565,1757
"559",2019-04-12,-0.0192383539975632,1451,1627
"560",2019-04-13,-0.0161743230309378,1150,1206
"561",2019-04-14,-0.0237256689347014,1078,1125
"562",2019-04-15,0.000915329802223947,1167,1251
"563",2019-04-16,-0.0158748706775739,1303,1629
"564",2019-04-17,-0.00828767937616766,1661,1805
"565",2019-04-18,-0.0335529376974657,1427,1539
"566",2019-04-19,-0.0279742075717333,1331,1391
"567",2019-04-20,-0.0335711880286318,2164,2321
"568",2019-04-21,-0.00647784372215829,956,1015
"569",2019-04-22,-0.0346676155089272,1067,1171
"570",2019-04-23,-0.0153855019881461,1250,1306
"571",2019-04-24,-0.0128087330220797,1367,1552
"572",2019-04-25,-0.0274041905297269,1728,1820
"573",2019-04-26,-0.00598267413083712,1719,1826
"574",2019-04-27,-0.0196037604313966,1231,1294
"575",2019-04-28,-0.0316717893612735,999,1038
"576",2019-04-29,-0.0291075115692854,1526,1641
"577",2019-04-30,-0.0138318201453675,1822,1885
"578",2019-05-01,0.0168330829589617,1600,3710
"579",2019-05-02,0.00635724501545447,1405,2895
"580",2019-05-03,-0.00272511479987338,1376,2114
"581",2019-05-04,0.00495639219077315,1255,1669
"582",2019-05-05,0.00173593253887212,1056,1186
"583",2019-05-06,-0.010208023349616,1046,1151
"584",2019-05-07,-0.000717075421328632,1281,1367
"585",2019-05-08,-0.0109437276997736,1427,1581
"586",2019-05-09,-0.0149760113628686,1521,1628
"587",2019-05-10,-0.0208683442895727,1519,1923
"588",2019-05-11,-0.0215643717884322,1229,1274
"589",2019-05-12,-0.0113554959049861,1117,1198
"590",2019-05-13,-0.0126679793971329,1179,1268
"591",2019-05-14,-0.00361451724670693,1297,1441
"592",2019-05-15,-0.0384285698926277,1353,1427
"593",2019-05-16,-0.0262912754365224,1262,1321
"594",2019-05-17,-0.0376006361541085,1692,2046
"595",2019-05-18,-0.0436298389558896,1206,1265
"596",2019-05-19,-0.0586564737697938,1085,1449
"597",2019-05-20,0.00163230126042187,1257,1426
"598",2019-05-21,-0.0230080746480746,1529,1972
"599",2019-05-22,-0.0409745389143303,1320,1397
"600",2019-05-23,-0.0302904151052573,1365,1537
"601",2019-05-24,-0.0237883696170946,1398,1492
"602",2019-05-25,-0.0273671806869101,1065,1160
"603",2019-05-26,-0.0615959673392917,1113,1397
"604",2019-05-27,-0.0139087616148161,927,1021
"605",2019-05-28,-0.0420135939674017,1208,1317
"606",2019-05-29,-0.0290316352433725,1384,1493
"607",2019-05-30,-0.0278945101007007,1232,1307
"608",2019-05-31,-0.0198545027246994,1166,1218
"609",2019-06-01,0.0133937562763134,1092,3181
"610",2019-06-02,0.00629657577793544,853,2050
"611",2019-06-03,0.000193609304111253,974,1649
"612",2019-06-04,0.000163932397772878,1263,1613
"613",2019-06-05,-0.0141518495856789,1103,1258
"614",2019-06-06,-0.0194058733878857,1272,1391
"615",2019-06-07,-0.0171828087936251,1009,1136
"616",2019-06-08,0.00214654067432606,804,938
"617",2019-06-09,-0.0195650275732041,883,927
"618",2019-06-10,-0.0194290870927409,1135,1180
"619",2019-06-11,-0.00184225664014634,1128,1246
"620",2019-06-12,-0.0163407287759065,1129,1333
"621",2019-06-13,-0.0338573660286704,1609,1704
"622",2019-06-14,-0.000760139314841218,1204,1299
"623",2019-06-15,-0.0322681589161472,862,952
"624",2019-06-16,-0.030021054560201,651,725
"625",2019-06-17,-0.0306351708118764,897,956
"626",2019-06-18,-0.0250371026538132,1114,1166
"627",2019-06-19,-0.0233531940035183,1146,1212
"628",2019-06-20,-0.00218630694526836,1030,1122
"629",2019-06-21,-0.0350381769369454,1534,1681
"630",2019-06-22,-0.0481272496344038,1828,1868
"631",2019-06-23,-0.0370317892012338,1044,1077
"632",2019-06-24,-0.0340505032778298,1092,1143
"633",2019-06-25,-0.0411366387577344,1632,1673
"634",2019-06-26,-0.0202376177955162,1288,1428
"635",2019-06-27,-0.0333873890903191,1189,1274
"636",2019-06-28,-0.0203650504865484,1872,1937
"637",2019-06-29,-0.036291337745481,960,984
"638",2019-06-30,-0.0393716005702763,1129,1186
"639",2019-07-01,-0.020382434704499,1166,2804
"640",2019-07-02,-0.0046864949521736,1136,1835
"641",2019-07-03,-0.0153539162255765,1352,1815
"642",2019-07-04,-0.0157684944181253,1028,1251
"643",2019-07-05,-0.0185936846537638,904,1029
"644",2019-07-06,-0.0199426654812643,856,913
"645",2019-07-07,-0.00158638683994255,1388,1470
"646",2019-07-08,-0.00229086563245155,1678,1844
"647",2019-07-09,-0.0153858074187974,1848,2111
"648",2019-07-10,-0.0306730926784907,2000,2170
"649",2019-07-11,-0.0290294833585161,2107,2526
"650",2019-07-12,-0.0278795888909444,1762,1882
"651",2019-07-13,-0.0311544826070177,1304,1348
"652",2019-07-14,-0.0203032760402981,1101,1140
"653",2019-07-15,-0.0233657713146841,1238,1398
"654",2019-07-16,-0.0242811787352577,1206,1282
"655",2019-07-17,-0.0284506974202856,1438,1544
"656",2019-07-18,-0.0336906794225446,1404,1550
"657",2019-07-19,-0.0313250753105156,1135,1518
"658",2019-07-20,-0.0348261606434662,1006,1154
"659",2019-07-21,-0.0158054590615409,1004,1062
"660",2019-07-22,-0.042293942381661,1888,2024
"661",2019-07-23,-0.0355721388055937,1755,1924
"662",2019-07-24,-0.0364421539220655,2437,2552
"663",2019-07-25,-0.0322423115806752,2022,2103
"664",2019-07-26,-0.0211041819730187,1301,1365
"665",2019-07-27,-0.0336903326419693,920,950
"666",2019-07-28,-0.0486061806979145,756,773
"667",2019-07-29,-0.0521207792859882,1075,1159
"668",2019-07-30,-0.0518803398889869,1130,1150
"669",2019-07-31,-0.0102400080133374,1101,1191
"670",2019-08-01,-0.0328135057964319,1351,2544
"671",2019-08-02,-0.0228618720714369,1198,1596
"672",2019-08-03,-0.0207840849091545,1065,1301
"673",2019-08-04,-0.0495373846249041,770,878
"674",2019-08-05,0.00256609124791084,1051,1677
"675",2019-08-06,-0.0220348141871506,1102,1329
"676",2019-08-07,-0.025612434016495,1038,1157
"677",2019-08-08,-0.0134914379514283,1188,1373
"678",2019-08-09,-0.0207333394862693,1178,1315
"679",2019-08-10,-0.0297157081998496,1010,1116
"680",2019-08-11,-0.0131658020207072,948,1048
"681",2019-08-12,-0.0253327073973563,1071,1216
"682",2019-08-13,-0.0293799420207189,1479,1633
"683",2019-08-14,-0.0463516021766117,1409,1485
"684",2019-08-15,-0.0292804970553737,1062,1152
"685",2019-08-16,-0.0221689248841139,969,1073
"686",2019-08-17,-0.0199996719886369,747,786
"687",2019-08-18,-0.0101614574776993,913,976
"688",2019-08-19,-0.0181715177782393,1142,1246
"689",2019-08-20,-0.0232117353031583,1084,1131
"690",2019-08-21,-0.0286086586348697,1013,1074
"691",2019-08-22,-0.0266210788917859,1004,1036
"692",2019-08-23,-0.0491474599934514,1285,1367
"693",2019-08-24,-0.0249359447950505,827,865
"694",2019-08-25,-0.0214895428817135,684,711
"695",2019-08-26,-0.0106145493504231,1100,1182
"696",2019-08-27,-0.0275564946030944,1337,1442
"697",2019-08-28,-0.0471801611069308,2008,2121
"698",2019-08-29,-0.0559452522761391,1649,1861
"699",2019-08-30,-0.0516350573425325,1351,1399
"700",2019-08-31,-0.0572625201208656,908,928
"701",2019-09-01,-0.0550065736374206,1134,2238
"702",2019-09-02,-0.0261419516999584,1152,1524
"703",2019-09-03,-0.0195971768314468,1177,1412
"704",2019-09-04,-0.0214872471670211,1502,1734
"705",2019-09-05,-0.027232344302255,1345,1476
"706",2019-09-06,-0.00524432503955159,1458,1833
"707",2019-09-07,-0.0117945674768696,1337,1560
"708",2019-09-08,-0.0151988280171208,1187,1251
"709",2019-09-09,-0.0183314825096485,1483,1662
"710",2019-09-10,-0.0138995257004004,1561,1777
"711",2019-09-11,-0.0238265100125255,1582,1679
"712",2019-09-12,-0.0287828330146823,1251,1376
"713",2019-09-13,-0.0291565597932231,1179,1258
"714",2019-09-14,-0.03249136573823,957,1070
"715",2019-09-15,-0.042635623356094,1642,2186
"716",2019-09-16,-0.0459705093590183,1610,1696
"717",2019-09-17,-0.0339927664701912,1932,2078
"718",2019-09-18,-0.0406846712485215,1515,1607
"719",2019-09-19,-0.0225064281738835,1420,1517
"720",2019-09-20,-0.0187482017879942,1161,1237
"721",2019-09-21,-0.0313326258966543,890,986
"722",2019-09-22,-0.0359744923326915,852,914
"723",2019-09-23,-0.0102770889043923,1022,1074
"724",2019-09-24,-0.00574845323073572,1070,1107
"725",2019-09-25,-0.0568174704574801,1412,1636
"726",2019-09-26,-0.0301864243896857,1419,1579
"727",2019-09-27,-0.0150273157345805,1322,1424
"728",2019-09-28,-0.0320739911844702,954,991
"729",2019-09-29,-0.0313703756388978,1026,1119
"730",2019-09-30,-0.0416501243980537,1652,1684
"731",2019-10-01,-0.0180615716951197,1567,2857
"732",2019-10-02,0.0141080668691501,1800,2311
"733",2019-10-03,-0.0147082327835244,1678,1955
"734",2019-10-04,-0.00661486393665143,1460,1733
"735",2019-10-05,-0.0108451893081186,1221,1383
"736",2019-10-06,-0.00890581151165876,1356,1522
"737",2019-10-07,-0.0220429951005093,1466,1732
"738",2019-10-08,-0.0089851847561491,1354,1488
"739",2019-10-09,-0.0450012473065178,1716,1866
"740",2019-10-10,-0.0366659863700238,2695,2937
"741",2019-10-11,-0.0350438338657764,2007,2163
"742",2019-10-12,-0.0342825806606724,992,1117
"743",2019-10-13,-0.0364394220537206,1057,1204
"744",2019-10-14,0.00390359464147567,1541,1744
"745",2019-10-15,0.0158555253861441,2151,2467
"746",2019-10-16,-0.000824135740317283,1670,1805
"747",2019-10-17,-0.0228888279554403,1388,1498
"748",2019-10-18,-0.00584878121034613,1199,1327
"749",2019-10-19,-0.0573994034546331,1811,1939
"750",2019-10-20,-0.021280373024817,1195,1292
"751",2019-10-21,-0.0326014307311047,1704,1847
"752",2019-10-22,-0.0289991244207267,1636,1822
"753",2019-10-23,-0.0156504339100043,1465,1560
"754",2019-10-24,-0.0268209310593563,1950,2095
"755",2019-10-25,-0.0243815628931685,1880,2421
"756",2019-10-26,-0.0130406167819163,1253,1339
"757",2019-10-27,-0.0498843561602172,1115,1184
"758",2019-10-28,-0.049677773931811,1826,1964
"759",2019-10-29,-0.0205489553903004,1759,1827
"760",2019-10-30,-0.0211942013106366,1486,1539
"761",2019-10-31,-0.0167393203447522,1594,1667
"762",2019-11-01,-0.0434641250697867,1701,2774
"763",2019-11-02,-0.0246291477625626,1163,1503
"764",2019-11-03,-0.0135210550787201,1056,1249
"765",2019-11-04,-0.00290815089977323,1479,1795
"766",2019-11-05,0.00467746685030818,2081,2449
"767",2019-11-06,-0.0129926378462487,1478,1749
"768",2019-11-07,-0.00228655127316118,1583,1763
"769",2019-11-08,-0.0205103953717094,1628,1773
"770",2019-11-09,-0.0156414605094955,1267,1433
"771",2019-11-10,-0.0157921589926589,1109,1258
"772",2019-11-11,-0.00277891263485974,1005,1094
"773",2019-11-12,-0.00639903847225515,1107,1212
"774",2019-11-13,-0.0105697021192568,1246,1383
"775",2019-11-14,0.000623426061352127,2020,2219
"776",2019-11-15,-0.00897899080716584,1750,1942
"777",2019-11-16,-0.0198190667560152,1141,1216
"778",2019-11-17,-0.0174771236723885,964,981
"779",2019-11-18,-0.00415058888387858,1157,1226
"780",2019-11-19,-0.0157285972132695,1126,1170
"781",2019-11-20,-0.0272268655842831,1146,1233
"782",2019-11-21,-0.0302835429057924,2459,2642
"783",2019-11-22,-0.0282316032274019,1955,2047
"784",2019-11-23,-0.0256201945967604,1076,1137
"785",2019-11-24,-0.0344288391737235,986,1010
"786",2019-11-25,-0.0198454406583036,1264,1311
"787",2019-11-26,-0.0117780444809291,1402,1496
"788",2019-11-27,-0.017872923438077,1191,1283
"789",2019-11-28,-0.00774971607382472,1051,1132
"790",2019-11-29,-0.0330522646457531,984,1036
"791",2019-11-30,-0.0366086465135643,780,820
"792",2019-12-01,-0.00751187109546941,947,1803
"793",2019-12-02,-0.0157638576831756,1221,1662
"794",2019-12-03,-0.00825745142019892,1131,1329
"795",2019-12-04,-0.0108964852501553,1159,1371
"796",2019-12-05,0.0016523578788522,1117,1299
"797",2019-12-06,-0.0223051592809864,1161,1266
"798",2019-12-07,-0.0291602466950289,948,1030
"799",2019-12-08,-0.025670494957518,1019,1128
"800",2019-12-09,-0.00498741903562474,1192,1277
"801",2019-12-10,0.00314501173890816,1200,1319
"802",2019-12-11,-0.0215125381823127,1448,1803
"803",2019-12-12,-0.0142658384667564,1530,1695
"804",2019-12-13,-0.0166597656657389,1264,1460
"805",2019-12-14,-0.0314299383699988,1096,1270
"806",2019-12-15,-0.0153108836738979,820,897
"807",2019-12-16,-0.0214416837889544,1119,1255
"808",2019-12-17,-0.0176164770210968,1105,1157
"809",2019-12-18,-0.0222423242007385,1545,1813
"810",2019-12-19,-0.00722374779071453,1436,1648
"811",2019-12-20,0.00903328136918563,1083,1166
"812",2019-12-21,-0.0206008159159187,843,903
"813",2019-12-22,-0.01573087798616,753,866
"814",2019-12-23,-0.00215430526723376,771,827
"815",2019-12-24,0.002381288814668,699,754
"816",2019-12-25,-0.0109352089129613,526,568
"817",2019-12-26,-0.0406027800680657,798,865
"818",2019-12-27,-0.0345126147353351,812,854
"819",2019-12-28,-0.0243403405552862,681,731
"820",2019-12-29,-0.011004731182131,670,736
"821",2019-12-30,-0.0159773792775602,1092,1116
"822",2019-12-31,-0.017816839270317,960,1029
"823",2020-01-01,0.00914996977158388,870,1691
"824",2020-01-02,-0.0112441213044268,1015,1448
"825",2020-01-03,-0.0187512512955415,1342,1495
"826",2020-01-04,-0.0359612191664047,1271,1509
"827",2020-01-05,-0.0205590999006596,1477,1747
"828",2020-01-06,-0.0108341705759728,2401,2743
"829",2020-01-07,-0.0117599883004989,1855,2032
"830",2020-01-08,-0.0244099206969166,1465,1617
"831",2020-01-09,-0.0352891709468796,1311,1432
"832",2020-01-10,-0.0220643958701499,1196,1278
"833",2020-01-11,0.00465936759783031,1209,1468
"834",2020-01-12,-0.0150326520242736,908,1086
"835",2020-01-13,-0.016089165586368,1184,1405
"836",2020-01-14,-0.0337550315810147,1427,1619
"837",2020-01-15,-0.0492789166095469,1814,1891
"838",2020-01-16,-0.0213771406420799,1918,2233
"839",2020-01-17,-0.0266184135512469,1890,2051
"840",2020-01-18,-0.0373907262136274,1322,1393
"841",2020-01-19,0.0220020789911997,1314,2627
"842",2020-01-20,-0.00538360253591655,1141,1323
"843",2020-01-21,-0.0224455188462889,1106,1158
"844",2020-01-22,-0.0376594475038358,1313,1540
"845",2020-01-23,-0.034329108888502,1310,1599
"846",2020-01-24,-0.0407986247840926,1368,1421
"847",2020-01-25,-0.0406133780708166,993,1027
"848",2020-01-26,-0.0529150786843439,1192,1259
"849",2020-01-27,-0.0638503248287638,1941,2260
"850",2020-01-28,-0.0536619854395061,1700,1899
"851",2020-01-29,-0.0368815504984097,1454,1532
"852",2020-01-30,-0.0277586185169245,1265,1403
"853",2020-01-31,-0.0212233622210227,1200,1307
"854",2020-02-01,-0.0502425132692732,1447,2387
"855",2020-02-02,-0.0561581085837632,2096,2327
"856",2020-02-03,-0.017463979384373,2342,2593
"857",2020-02-04,-0.0172640520308912,1461,1623
"858",2020-02-05,-0.0320800311379682,1213,1268
"859",2020-02-06,-0.0308593624239972,1517,1620
"860",2020-02-07,-0.0613852932356346,1466,1557
"861",2020-02-08,-0.0422635050926421,1293,1383
"862",2020-02-09,-0.0376584908284972,1049,1315
"863",2020-02-10,-0.0335279659085696,1233,1308
"864",2020-02-11,-0.044441953805374,1216,1290
"865",2020-02-12,-0.0485791508698876,1081,1156
"866",2020-02-13,-0.0493920631473196,1211,1308
"867",2020-02-14,-0.0438005138152396,1233,1341
"868",2020-02-15,-0.0411885194886476,1022,1140
"869",2020-02-16,-0.0315245251406563,877,924
"870",2020-02-17,-0.0266231375039402,976,1031
"871",2020-02-18,-0.0387907017481961,1357,1516
"872",2020-02-19,-0.0512792449988373,1184,1251
"873",2020-02-20,-0.0250198689032217,2001,2184
"874",2020-02-21,-0.0324636442295379,1325,1509
"875",2020-02-22,-0.0259514961759287,1021,1080
"876",2020-02-23,-0.0493762586298707,767,792
"877",2020-02-24,-0.0168243150715547,6356,7589
"878",2020-02-25,-0.00833910461209536,4822,5144
"879",2020-02-26,-0.0250807227443252,1954,2021
"880",2020-02-27,-0.0197959640098336,1372,1492
"881",2020-02-28,-0.0251626611238433,1727,1858
"882",2020-02-29,-0.0175521467655683,1360,1422
"883",2020-03-01,-0.0251843838893923,1138,1963
"884",2020-03-02,-0.020126986507418,1344,1767
"885",2020-03-03,-0.0289886196672013,2709,2948
"886",2020-03-04,-0.0286994406078649,1455,1672
"887",2020-03-05,-0.029273903873742,1501,1621
"888",2020-03-06,-0.0219644737034609,1529,1717
"889",2020-03-07,-0.0284384219274625,1461,1551
"890",2020-03-08,-0.00970876447502677,1466,1577
"891",2020-03-09,0.00376328837544043,1068,1239
"892",2020-03-10,-0.0319001860902492,1159,1201
"893",2020-03-11,-0.0249746868971956,5054,5600
"894",2020-03-12,-0.0282267566447089,1716,1802
"895",2020-03-13,-0.0114376874640923,921,988
"896",2020-03-14,-0.0262948707510799,639,695
"897",2020-03-15,-0.0260440968283588,552,567
"898",2020-03-16,-0.0362465287409334,726,777
"899",2020-03-17,-0.0437048947512052,697,750
"900",2020-03-18,-0.0197775083677725,635,659
"901",2020-03-19,-0.00555439863753054,614,637
"902",2020-03-20,-0.0165590780464007,498,524
"903",2020-03-21,-0.0361481471981334,432,467
"904",2020-03-22,-0.0170310325869637,495,504
"905",2020-03-23,-0.036705717436465,678,688
"906",2020-03-24,-0.0072016880873074,639,997
"907",2020-03-25,-0.0423095307709472,1820,2041
"908",2020-03-26,-0.0511823078752086,2948,3148
"909",2020-03-27,-0.0560030799514757,3676,4228
"910",2020-03-28,-0.0508249220277105,2535,2925
"911",2020-03-29,-0.0532664120367215,1824,2093
"912",2020-03-30,-0.0328392782091774,1666,1795
"913",2020-03-31,-0.0441025027343304,1659,1715
"914",2020-04-01,-0.0637472926521847,1818,2445
"915",2020-04-02,-0.0588182809847455,2663,3237
"916",2020-04-03,-0.0417010880839497,1877,2144
"917",2020-04-04,-0.0479242829934112,1360,1441
"918",2020-04-05,-0.0449273992386638,1165,1248
"919",2020-04-06,-0.0535801717357216,2661,2797
"920",2020-04-07,-0.0600018303711237,3079,3363
"921",2020-04-08,-0.0624605448784468,2302,2465
"922",2020-04-09,-0.0450240964097066,1659,1759
"923",2020-04-10,-0.0689388814067098,1156,1218
"924",2020-04-11,-0.0623835178765795,1501,1645
"925",2020-04-12,-0.0513020953381277,1741,1956
"926",2020-04-13,-0.0551400839446122,1799,2073
"927",2020-04-14,-0.0563469447680039,1733,1821
"928",2020-04-15,-0.0510291975926789,1679,1790
"929",2020-04-16,-0.050146455552996,1455,1532
"930",2020-04-17,-0.0497628623848841,1224,1400
"931",2020-04-18,-0.0353745324801924,911,933
"932",2020-04-19,-0.0610457297167284,842,852
"933",2020-04-20,-0.0491799141127306,882,899
"934",2020-04-21,-0.0592978036608542,769,791
"935",2020-04-22,-0.0439719655331481,735,748
"936",2020-04-23,-0.0580538102814789,1000,1145
"937",2020-04-24,-0.0317201447115596,1156,1230
"938",2020-04-25,-0.0453137832170008,3459,3840
"939",2020-04-26,-0.0626860839659064,3054,3473
"940",2020-04-27,-0.0422974619277516,3905,4098
"941",2020-04-28,-0.0528340835612836,6104,6570
"942",2020-04-29,-0.057418341217934,4868,5157
"943",2020-04-30,-0.0522395093287722,7854,8127
"944",2020-05-01,-0.0610937112984001,8906,10630
"945",2020-05-02,-0.0641715416235876,5497,5928
"946",2020-05-03,-0.0677620397919592,4506,4700
"947",2020-05-04,-0.054090730256666,2840,3028
"948",2020-05-05,-0.0538661835595024,2594,2778
"949",2020-05-06,-0.0639607870743149,2656,2879
"950",2020-05-07,-0.0655664697221213,2731,2941
"951",2020-05-08,-0.065075527889131,2912,3127
"952",2020-05-09,-0.052202101814297,1789,1856
"953",2020-05-10,-0.0623028130623603,1459,1521
"954",2020-05-11,-0.0503707768016419,1417,1532
"955",2020-05-12,-0.0479112638178289,1519,1592
"956",2020-05-13,-0.0480374104685421,1238,1303
"957",2020-05-14,-0.0203573275423603,1057,1090
"958",2020-05-15,-0.0451513787386803,1752,1790
"959",2020-05-16,-0.0602609802034929,1407,1446
"960",2020-05-17,-0.0482425966614488,990,1009
"961",2020-05-18,-0.0403932576730159,1355,1433
"962",2020-05-19,-0.0334115869598646,1342,1508
"963",2020-05-20,-0.0484235624893274,1205,1268
"964",2020-05-21,-0.0374218191413766,908,917
"965",2020-05-22,-0.0432854419464146,1408,1514
"966",2020-05-23,-0.0394805536976613,1014,1054
"967",2020-05-24,-0.0310540911790065,950,977
"968",2020-05-25,-0.0481924434286394,842,977
"969",2020-05-26,-0.0311421612324298,955,1017
"970",2020-05-27,-0.030882958005473,1035,1150
"971",2020-05-28,-0.0146492220407628,845,953
