"","date","mean_daily_sentiment","total_tweets","total_tweets_incl_retweets"
"972",2020-05-29,-0.039250738037137,797,808
"973",2020-05-30,-0.0244651943059705,671,685
"974",2020-05-31,-0.0400515230518113,738,748
"975",2020-06-01,-0.0322425296098153,854,1880
"976",2020-06-02,-0.0141510502009892,1346,1555
"977",2020-06-03,-0.0106852446122129,1237,1292
"978",2020-06-04,-0.0226162061854586,1294,1367
"979",2020-06-05,-0.0264560490808582,1537,1707
"980",2020-06-06,-0.0334296652271038,1924,2114
"981",2020-06-07,-0.0447848201518248,982,1066
"982",2020-06-08,-0.053688136689365,1118,1179
"983",2020-06-09,-0.0304960651558507,938,993
"984",2020-06-10,-0.0346012141407929,1026,1066
"985",2020-06-11,-0.0314566873865999,1003,1123
"986",2020-06-12,-0.0380794493369486,975,1012
"987",2020-06-13,-0.0423370422905716,882,921
"988",2020-06-14,-0.0398624366581967,939,1052
"989",2020-06-15,-0.00875787395847849,918,1044
"990",2020-06-16,-0.0451812315294942,981,1021
"991",2020-06-17,-0.0495857605517692,1077,1119
"992",2020-06-18,-0.0367212727391912,1119,1181
"993",2020-06-19,-0.0350029380410781,1145,1206
"994",2020-06-20,-0.0420264747260579,1151,1185
"995",2020-06-21,-0.0321748743851875,1162,1199
"996",2020-06-22,-0.0368512431950654,1944,2003
"997",2020-06-23,-0.0269281222515815,1810,1957
"998",2020-06-24,-0.0420375721706509,1673,1855
"999",2020-06-25,-0.0325761182676797,1584,1878
"1000",2020-06-26,-0.0433165832065832,1362,1475
"1001",2020-06-27,-0.0512934172045732,1261,1307
"1002",2020-06-28,-0.0299536650326951,1278,1331
"1003",2020-06-29,-0.0395281324702869,1195,1273
"1004",2020-06-30,-0.0246204593927433,1114,1156
"1005",2020-07-01,-0.0410270074484641,1243,2235
"1006",2020-07-02,-0.0344974120559703,1214,1382
"1007",2020-07-03,-0.029830884874696,1082,1188
"1008",2020-07-04,-0.00989801225349199,837,919
"1009",2020-07-05,-0.0472180468681847,879,1034
"1010",2020-07-06,-0.01707778151948,919,4201
"1011",2020-07-07,-0.0396151053622795,1015,1191
"1012",2020-07-08,-0.0744216944025051,1038,1066
"1013",2020-07-09,-0.00101795981967404,1180,1311
"1014",2020-07-10,-0.0321172286690097,983,1070
"1015",2020-07-11,-0.0411450658622191,814,1088
"1016",2020-07-12,-0.0274038228332746,677,730
"1017",2020-07-13,-0.0425373815465958,930,1038
"1018",2020-07-14,-0.0507572898935535,851,911
"1019",2020-07-15,-0.0342440741136714,962,1069
"1020",2020-07-16,0.0402579159540183,1013,1132
"1021",2020-07-17,0.0359749662546477,1086,1194
"1022",2020-07-18,0.167580123526919,845,974
"1023",2020-07-19,0.286482733702563,1018,1195
"1024",2020-07-20,0.00606849118590991,1164,1269
"1025",2020-07-21,-0.030692912281191,1704,1970
"1026",2020-07-22,-0.0144903921038813,1209,1391
"1027",2020-07-23,-0.00242411190759332,1244,1938
"1028",2020-07-24,0.0497766300189672,1468,1703
"1029",2020-07-25,0.0319177945798029,941,1100
"1030",2020-07-26,0.233264675919992,1174,1360
"1031",2020-07-27,0.045038835277345,922,1089
"1032",2020-07-28,0.110351736142024,930,1090
"1033",2020-07-29,0.0244471756831943,1184,1416
"1034",2020-07-30,0.00260033927071802,1171,1430
"1035",2020-07-31,-0.0275690991121653,1334,1522
"1036",2020-08-01,0.0716296946635317,1207,1953
"1037",2020-08-02,0.0273399513826855,1341,1821
"1038",2020-08-03,0.0810294399918934,1345,1821
"1039",2020-08-04,0.138902786735244,1042,1675
"1040",2020-08-05,0.0666551461662837,1403,1651
"1041",2020-08-06,0.0210982803574897,1707,2176
"1042",2020-08-07,0.0170520695059065,1252,1509
"1043",2020-08-08,-0.0144754410080854,778,865
"1044",2020-08-09,-0.00899721348014722,662,712
"1045",2020-08-10,-0.0162860870577917,890,961
"1046",2020-08-11,-0.0263562081665203,1110,1148
"1047",2020-08-12,-0.0238251831108285,1278,1412
"1048",2020-08-13,-0.0290940634994472,1106,1151
"1049",2020-08-14,-0.0302330917789363,873,956
"1050",2020-08-15,-0.0297530020991828,576,598
"1051",2020-08-16,-0.0313486819831652,634,644
"1052",2020-08-17,-0.0259146289125088,711,727
"1053",2020-08-18,-0.0283069226557194,1930,2014
"1054",2020-08-19,-0.0158205869752733,2837,3054
"1055",2020-08-20,-0.0174776701954743,1495,1584
"1056",2020-08-21,-0.0339820704667421,1106,1120
"1057",2020-08-22,-0.051811977412551,1696,1736
"1058",2020-08-23,-0.0367146545790568,992,1062
"1059",2020-08-24,-0.0327397198139708,910,998
"1060",2020-08-25,-0.0438320882722929,866,968
"1061",2020-08-26,-0.0637865196074309,1069,1116
"1062",2020-08-27,-0.0624544398034854,1157,1214
"1063",2020-08-28,-0.0618652057623865,1013,1078
"1064",2020-08-29,-0.0800790556071259,1446,1536
"1065",2020-08-30,-0.0615496877637084,1022,1050
"1066",2020-08-31,-0.0719086140430047,1356,1403
"1067",2020-09-01,-0.0482772380282198,1223,1913
"1068",2020-09-02,-0.0536608569228735,1468,1837
"1069",2020-09-03,-0.0576673979113211,1223,1367
"1070",2020-09-04,-0.0542705562308858,992,1230
"1071",2020-09-05,-0.0224373065571899,831,871
"1072",2020-09-06,-0.0410567836475009,917,1025
"1073",2020-09-07,-0.0405772879239449,938,994
"1074",2020-09-08,-0.0466893194514599,2672,2779
"1075",2020-09-09,-0.0431483819671664,1475,1525
"1076",2020-09-10,-0.0469008843466414,1318,1372
"1077",2020-09-11,-0.0420489787098843,1749,1919
"1078",2020-09-12,-0.030557755127841,864,882
"1079",2020-09-13,-0.0400016934222322,735,790
"1080",2020-09-14,-0.0350174628891431,861,905
"1081",2020-09-15,-0.0301706041174016,975,1022
"1082",2020-09-16,-0.0397599711666325,711,740
"1083",2020-09-17,-0.0335214603684807,1286,1350
"1084",2020-09-18,-0.0421640560704438,877,936
"1085",2020-09-19,-0.0403964383800988,1604,1702
"1086",2020-09-20,-0.0329732654561772,3798,4088
"1087",2020-09-21,-0.0510501927829665,1660,1760
"1088",2020-09-22,-0.0199801173709975,1081,1199
"1089",2020-09-23,-0.0383726067065263,983,1035
"1090",2020-09-24,-0.0195145462984122,717,795
"1091",2020-09-25,-0.0680481078644019,609,669
"1092",2020-09-26,-0.0287529427375132,673,688
"1093",2020-09-27,-0.00769412826938598,666,783
"1094",2020-09-28,-0.00503880518735111,649,671
"1095",2020-09-29,-0.0102971073749201,1328,1387
"1096",2020-09-30,-0.0243470276147722,840,864
"1097",2020-10-01,-0.0304312596939788,719,1332
"1098",2020-10-02,-0.0333187890015835,815,1080
"1099",2020-10-03,-0.024186238080982,668,764
"1100",2020-10-04,0.0100596398070058,626,670
"1101",2020-10-05,-0.0243998645897689,669,940
"1102",2020-10-06,-0.015827993158131,637,702
"1103",2020-10-07,-0.0429543017203906,969,1090
"1104",2020-10-08,-0.027284873088528,985,1055
"1105",2020-10-09,-0.0345934191485858,1069,1127
"1106",2020-10-10,-0.0169568663935082,907,1008
"1107",2020-10-11,-0.0168738322408247,646,725
"1108",2020-10-12,-0.039778533218476,670,751
"1109",2020-10-13,-0.0114522458615154,797,888
"1110",2020-10-14,-0.0217155613627175,894,1044
"1111",2020-10-15,-0.00555308277238279,968,1075
"1112",2020-10-16,-0.00570401576741057,866,922
"1113",2020-10-17,-0.0245029442193627,791,899
"1114",2020-10-18,-0.00846951456113782,570,580
"1115",2020-10-19,-0.0381719554655082,692,757
"1116",2020-10-20,-0.0214763207402645,1145,1222
"1117",2020-10-21,-0.0358137726337762,1166,1212
"1118",2020-10-22,-0.0183617524438318,914,1022
"1119",2020-10-23,-0.0205049253443325,791,849
"1120",2020-10-24,-0.0226112771144964,561,621
"1121",2020-10-25,-0.0249778038132291,529,564
"1122",2020-10-26,-0.0292076808498661,694,705
"1123",2020-10-27,-0.0136556840222855,808,913
"1124",2020-10-28,-0.0217312972641067,662,739
"1125",2020-10-29,-0.00596866691463747,596,648
"1126",2020-10-30,-0.0322226614498103,629,661
"1127",2020-10-31,-0.0210838734196011,1023,1223
"1128",2020-11-01,-0.0189854806431272,651,1238
"1129",2020-11-02,-0.0124922378710618,848,1182
"1130",2020-11-03,-0.0232359642453144,797,1143
"1131",2020-11-04,-0.00498999334037795,579,695
"1132",2020-11-05,-0.0392928441947479,581,618
"1133",2020-11-06,-0.0543916671675534,703,735
"1134",2020-11-07,-0.0235201427389491,750,789
"1135",2020-11-08,-0.00187580357546125,685,703
"1136",2020-11-09,-0.021971836630992,790,830
"1137",2020-11-10,-0.0174689658068617,915,1013
"1138",2020-11-11,-0.0175551111172401,666,703
"1139",2020-11-12,-0.0243403811074027,683,738
"1140",2020-11-13,-0.0161654188879428,585,608
"1141",2020-11-14,-0.0245801769337299,487,516
"1142",2020-11-15,-0.0450101180706437,453,472
"1143",2020-11-16,-0.00739730737488841,515,547
"1144",2020-11-17,-0.0225172278092884,552,631
"1145",2020-11-18,-0.0542093573817491,535,550
"1146",2020-11-19,-0.011931840677824,578,657
"1147",2020-11-20,-0.00840254736630314,427,435
"1148",2020-11-21,-0.0352875374869002,391,437
"1149",2020-11-22,-0.00740763638040177,949,1116
"1150",2020-11-23,-0.0171860110617134,550,578
"1151",2020-11-24,-0.0501399607416092,689,747
"1152",2020-11-25,-0.0294266500942179,714,745
"1153",2020-11-26,-0.0119573773102474,502,534
"1154",2020-11-27,-0.0255542401949183,362,377
"1155",2020-11-28,-0.0056151487048385,428,449
"1156",2020-11-29,-0.0333015261605998,576,642
"1157",2020-11-30,-0.0300049320252548,473,528
"1158",2020-12-01,-0.0107516981733615,572,1071
"1159",2020-12-02,-0.00308237727097494,759,1116
"1160",2020-12-03,0.00321652020045735,600,712
"1161",2020-12-04,0.00144742102754565,542,628
"1162",2020-12-05,-0.0214735221120347,393,458
"1163",2020-12-06,-0.0365453539207902,423,489
"1164",2020-12-07,-0.0245268349388192,515,544
"1165",2020-12-08,-0.0301164516447324,526,624
"1166",2020-12-09,-0.023699414060526,596,644
"1167",2020-12-10,-0.0173413752676926,691,732
"1168",2020-12-11,-0.0215600824765207,659,701
"1169",2020-12-12,-0.0471506530232302,527,603
"1170",2020-12-13,-0.032376887655041,1116,1143
"1171",2020-12-14,-0.0443269125461869,1441,1684
"1172",2020-12-15,-0.0447011656648415,890,954
"1173",2020-12-16,-0.0476302964290112,822,1043
"1174",2020-12-17,-0.0237544897427055,668,708
"1175",2020-12-18,-0.0229038467730088,601,690
"1176",2020-12-19,-0.0514223146905946,464,484
"1177",2020-12-20,-0.021873157584509,386,388
"1178",2020-12-21,-0.0368432192244251,374,381
"1179",2020-12-22,-0.0266693313150485,433,476
"1180",2020-12-23,-0.0241027431367654,612,646
"1181",2020-12-24,-0.0195180494170597,465,514
"1182",2020-12-25,-0.0297222907177425,251,261
"1183",2020-12-26,-0.0429365230680009,322,342
"1184",2020-12-27,-0.0140300580557083,388,434
"1185",2020-12-28,-0.037734426669782,426,436
"1186",2020-12-29,-0.0294589998890269,502,607
"1187",2020-12-30,-0.0386911548285252,498,525
"1188",2020-12-31,-0.0267452229506015,417,428
"1189",2021-01-01,0.000788384041830753,512,832
"1190",2021-01-02,-0.0152190517565834,490,630
"1191",2021-01-03,-0.0475404984054073,449,523
"1192",2021-01-04,-0.0166053747027401,470,588
"1193",2021-01-05,-0.0106567604104203,536,598
"1194",2021-01-06,-0.0417072192203044,842,888
"1195",2021-01-07,-0.0535373925510164,524,568
"1196",2021-01-08,-0.0368008108132814,589,683
"1197",2021-01-09,-0.0286064337824208,541,573
"1198",2021-01-10,-0.0157394806756109,501,529
"1199",2021-01-11,-0.00750021918778936,772,830
"1200",2021-01-12,-0.0252814880566449,622,654
"1201",2021-01-13,-0.0215999344160501,524,549
"1202",2021-01-14,-0.0411330551700407,630,663
"1203",2021-01-15,-0.0149937400354966,591,624
"1204",2021-01-16,-0.0236188781857646,611,651
"1205",2021-01-17,-0.00342087807126088,546,560
"1206",2021-01-18,-0.0124575466083743,744,845
"1207",2021-01-19,-0.0341787013311613,751,771
"1208",2021-01-20,-0.0456439936167955,877,992
"1209",2021-01-21,-0.0350161751420911,784,831
"1210",2021-01-22,-0.0427988338859002,651,682
"1211",2021-01-23,-0.0346281583398663,575,711
"1212",2021-01-24,-0.0447253032023384,509,537
"1213",2021-01-25,-0.0419372908846081,578,600
"1214",2021-01-26,-0.033524335599394,554,591
"1215",2021-01-27,-0.0264836628992294,524,574
"1216",2021-01-28,-0.0208411496124343,481,518
"1217",2021-01-29,-0.0148834545201139,570,615
"1218",2021-01-30,-0.0187290472883999,407,415
"1219",2021-01-31,-0.0293919356751909,483,491
"1220",2021-02-01,-0.0302235628755555,849,953
"1221",2021-02-02,-0.0369273169080345,3100,3373
"1222",2021-02-03,-0.031546895257425,1370,1436
"1223",2021-02-04,-0.0354439770212707,977,1040
"1224",2021-02-05,-0.0278062679955228,770,854
"1225",2021-02-06,-0.00554737509672677,636,785
"1226",2021-02-07,-0.0540925674922022,588,919
"1227",2021-02-08,-0.02766050521273,609,629
"1228",2021-02-09,-0.054896082076739,657,709
"1229",2021-02-10,-0.0250278237905329,880,951
"1230",2021-02-11,-0.00355833759211907,657,684
"1231",2021-02-12,-0.0219581566574517,717,728
"1232",2021-02-13,-0.042256127779606,597,618
"1233",2021-02-14,-0.0442355966219789,465,482
"1234",2021-02-15,-0.0246755055030236,553,598
"1235",2021-02-16,-0.0299648871063444,631,1254
"1236",2021-02-17,-0.0139791102379777,2800,5795
"1237",2021-02-18,-0.0184287107103828,1027,1123
"1238",2021-02-19,-0.0292756154014028,858,940
"1239",2021-02-20,-0.0164900486977971,666,751
"1240",2021-02-21,-0.0290313416937603,587,608
"1241",2021-02-22,-0.0366043777854906,785,840
"1242",2021-02-23,-0.0509552548908739,698,764
"1243",2021-02-24,-0.0389952361715397,1182,1259
"1244",2021-02-25,-0.0528486281829032,2076,2152
"1245",2021-02-26,-0.0283811940988707,1192,1234
"1246",2021-02-27,-0.0342279591891457,749,771
"1247",2021-02-28,-0.0445076274333126,2840,2951
"1248",2021-03-01,-0.0447766984938391,1766,3080
"1249",2021-03-02,-0.0588193824791888,2634,4645
"1250",2021-03-03,-0.0485806224736302,2318,2508
"1251",2021-03-04,-0.0444671039337786,1513,1763
"1252",2021-03-05,-0.0385539147950673,1376,1687
"1253",2021-03-06,-0.0259245980269548,1049,1658
"1254",2021-03-07,-0.108090712846267,2154,14299
"1255",2021-03-08,-0.0986084922275895,2710,14183
"1256",2021-03-09,-0.0642329631264347,1435,1580
"1257",2021-03-10,-0.0578202167764597,1242,1427
"1258",2021-03-11,-0.0410621187237788,2103,2283
"1259",2021-03-12,-0.0444936187574514,2319,2478
"1260",2021-03-13,-0.0636596287835088,1849,3477
"1261",2021-03-14,-0.0758150628944601,1739,9534
"1262",2021-03-15,-0.0370420648777583,1797,2634
"1263",2021-03-16,-0.0438259323293149,1316,1449
"1264",2021-03-17,-0.0345711283265198,1159,1233
"1265",2021-03-18,-0.0419193695100657,953,1177
"1266",2021-03-19,-0.0505400920730019,957,985
"1267",2021-03-20,-0.0272756651313915,853,907
"1268",2021-03-21,-0.0420562129254262,684,691
"1269",2021-03-22,-0.0259323366773651,682,716
"1270",2021-03-23,-0.0336708648232895,838,885
"1271",2021-03-24,-0.027488640950487,1041,1143
"1272",2021-03-25,-0.0329367949330881,959,1897
"1273",2021-03-26,-0.0320305306855067,747,775
"1274",2021-03-27,-0.0381436887070118,721,772
"1275",2021-03-28,-0.0370004815620309,683,716
"1276",2021-03-29,-0.0444445246739875,820,955
"1277",2021-03-30,-0.0227052473224879,768,799
"1278",2021-03-31,-0.00873666558991161,849,890
"1279",2021-04-01,-0.0257206417809599,823,1437
"1280",2021-04-02,-0.0181082962198655,848,2728
"1281",2021-04-03,-0.0354916062674835,609,886
"1282",2021-04-04,-0.0342529682482479,472,521
"1283",2021-04-05,-0.00661735983153966,673,842
"1284",2021-04-06,-0.0036762626122899,684,806
"1285",2021-04-07,-0.0236092925866788,797,855
"1286",2021-04-08,-0.0284055415550603,777,909
"1287",2021-04-09,-0.00790496519185379,628,681
"1288",2021-04-10,-0.0185133614048796,494,530
"1289",2021-04-11,-0.0266998039030965,458,566
"1290",2021-04-12,-0.0363822871969083,549,571
"1291",2021-04-13,-0.0367622639254365,615,649
"1292",2021-04-14,-0.0360776964251676,638,1675
"1293",2021-04-15,-0.0244218693112462,558,586
"1294",2021-04-16,-0.02806256134193,607,632
"1295",2021-04-17,-0.0455005956357245,377,393
"1296",2021-04-18,-0.0485337495083872,438,469
"1297",2021-04-19,-0.0258486931761216,412,448
"1298",2021-04-20,-0.0107103294721618,552,588
"1299",2021-04-21,-0.0350037048013239,500,518
"1300",2021-04-22,-0.00789428103353857,497,530
"1301",2021-04-23,-0.01080189320245,541,671
"1302",2021-04-24,-0.00489873907067655,456,505
"1303",2021-04-25,-0.0318923777497792,402,411
"1304",2021-04-26,-0.0127015756353097,528,557
"1305",2021-04-27,-0.0334787758412637,903,928
"1306",2021-04-28,-0.0113530023689401,738,767
"1307",2021-04-29,-0.0292116198048815,840,875
"1308",2021-04-30,-0.0249458835554777,1146,1167
"1309",2021-05-01,-0.0186677144310187,705,972
"1310",2021-05-02,-0.0366438832873023,441,828
"1311",2021-05-03,-0.00211092108696111,523,738
"1312",2021-05-04,-0.0405423125530774,540,609
"1313",2021-05-05,-0.0204145528661574,527,643
"1314",2021-05-06,-0.0274284774582582,551,663
"1315",2021-05-07,-0.0177983706090681,560,668
"1316",2021-05-08,-0.0406933120983491,470,559
"1317",2021-05-09,-0.0145455245638426,339,485
"1318",2021-05-10,-0.0214945572222508,539,564
"1319",2021-05-11,0.00166696724220886,465,480
"1320",2021-05-12,-4.79544554707084e-05,568,692
"1321",2021-05-13,-0.00615815789065585,461,493
"1322",2021-05-14,-0.0162996958203443,444,447
"1323",2021-05-15,-0.0240699310251558,431,486
"1324",2021-05-16,-0.0250093350522339,482,494
"1325",2021-05-17,-0.0383622786213989,650,662
"1326",2021-05-18,-0.0339718975990562,527,548
"1327",2021-05-19,-0.0201168383074742,527,566
"1328",2021-05-20,-0.0258857646916556,558,758
"1329",2021-05-21,-0.0259047322762404,673,729
"1330",2021-05-22,-0.0415427777896102,471,500
"1331",2021-05-23,-0.0318350094287451,459,479
"1332",2021-05-24,-0.00561180319188997,777,798
"1333",2021-05-25,-0.0200548560375073,570,632
"1334",2021-05-26,0.0114247921691666,511,545
"1335",2021-05-27,-0.0132564834806372,663,708
"1336",2021-05-28,-0.0253677499028021,845,885
"1337",2021-05-29,-0.019460504923564,581,590
"1338",2021-05-30,-0.0315066650060276,395,398
"1339",2021-06-01,-0.00688581737225428,442,815
"1340",2021-06-02,-0.052088349517013,471,654
"1341",2021-06-03,-0.0315962529465465,454,607
"1342",2021-06-04,-0.0277320944835576,477,529
"1343",2021-06-05,-0.0352786101804256,409,444
"1344",2021-06-06,-0.00916198078635467,376,410
"1345",2021-06-07,0.00617485782218017,423,469
"1346",2021-06-08,-0.0431435359424913,559,1484
"1347",2021-06-09,-0.0506665465132574,589,644
"1348",2021-06-10,-0.0119623699141929,657,891
"1349",2021-06-11,-0.00332473494324721,678,773
"1350",2021-06-12,-0.0871685730339803,546,594
"1351",2021-06-13,-0.0322521824535655,395,419
"1352",2021-06-14,-0.0383579061764742,481,514
"1353",2021-06-15,-0.0201151794251914,554,575
"1354",2021-06-16,-0.0536883404340317,579,606
"1355",2021-06-17,-0.0279557940417611,467,483
"1356",2021-06-18,-0.0362782190098679,462,561
"1357",2021-06-19,-0.0270392384402341,352,567
"1358",2021-06-20,-0.0499950480595503,353,372
"1359",2021-06-21,-0.0213775572179689,439,453
"1360",2021-06-22,-0.0252796191603016,506,534
"1361",2021-06-23,-0.00913339155143329,491,510
"1362",2021-06-24,-0.016917198174455,546,599
"1363",2021-06-25,-0.0245893262049786,464,483
"1364",2021-06-26,-0.0166811633942246,433,441
"1365",2021-06-27,-0.0261169646263737,349,369
"1366",2021-06-28,-0.0290744190376964,459,460
"1367",2021-06-29,-0.0142221619322971,491,497
"1368",2021-06-30,-0.0649802063235275,4694,4903
"1369",2021-07-01,-0.0521664768186803,2896,3574
"1370",2021-07-02,-0.0732832862876437,1126,1346
"1371",2021-07-03,-0.0268075704876319,686,740
"1372",2021-07-04,-0.0185592205800914,579,666
"1373",2021-07-05,-0.0703923640289384,613,647
"1374",2021-07-06,-0.0264139780557755,655,699
"1375",2021-07-07,-0.0278084774308791,635,668
"1376",2021-07-08,-0.00976823268070278,515,598
"1377",2021-07-09,-0.00803332124152791,526,587
"1378",2021-07-10,-0.0596369001120404,585,675
"1379",2021-07-11,-0.0108481792874475,441,545
"1380",2021-07-12,-0.013345288403007,499,677
"1381",2021-07-13,-0.0139825077308975,530,738
"1382",2021-07-14,-0.0194500173108067,541,588
"1383",2021-07-15,-0.0352879515589514,550,616
"1384",2021-07-16,-0.0365373266021294,507,524
"1385",2021-07-17,-0.0362679149415744,367,371
"1386",2021-07-18,-0.050310714352027,377,392
"1387",2021-07-19,-0.0446737570672952,419,434
"1388",2021-07-20,-0.0371586008282463,507,556
"1389",2021-07-21,-0.0107079487236482,541,559
"1390",2021-07-22,-0.0240124613007528,696,744
"1391",2021-07-23,-0.0313776007337766,644,784
"1392",2021-07-24,-0.044158360818274,506,553
"1393",2021-07-25,-0.035973565369635,432,460
"1394",2021-07-26,-0.024688416529064,523,565
"1395",2021-07-27,-0.0574007264036187,556,573
"1396",2021-07-28,-0.0362181304421186,612,720
"1397",2021-07-29,-0.0359168567571467,522,570
"1398",2021-07-30,-0.0489776162428509,538,620
"1399",2021-07-31,-0.0812969076965614,452,544
"1400",2021-08-01,-0.0396873999623375,472,1090
"1401",2021-08-02,-0.0404388774111259,522,716
"1402",2021-08-03,-0.0441083975627983,3014,3582
"1403",2021-08-04,-0.0404791781581931,1931,2566
"1404",2021-08-05,-0.0568502199640421,1176,1323
"1405",2021-08-06,-0.0504009857711853,919,1043
"1406",2021-08-07,-0.0370855176641116,729,823
"1407",2021-08-08,-0.0458525370263435,625,677
"1408",2021-08-09,-0.0465269046964707,851,922
"1409",2021-08-10,-0.0394547471371833,2050,2201
"1410",2021-08-11,-0.0491578841195401,1540,1781
"1411",2021-08-12,-0.0306472415951522,906,1110
"1412",2021-08-13,-0.0534844642802518,718,798
"1413",2021-08-14,-0.0535807388908451,610,645
"1414",2021-08-15,-0.0670452169493194,605,630
"1415",2021-08-16,-0.0446875372060052,725,748
"1416",2021-08-17,-0.033888571156248,783,816
"1417",2021-08-18,-0.0412190992472848,674,704
"1418",2021-08-19,-0.0238943775719373,643,757
"1419",2021-08-20,-0.0330672072938679,658,761
"1420",2021-08-21,-0.0589582472246131,476,494
"1421",2021-08-22,-0.0461844559539612,533,538
"1422",2021-08-23,-0.0194064477109154,507,521
"1423",2021-08-24,-0.0565420459985457,610,632
"1424",2021-08-25,-0.0554692668257357,568,594
"1425",2021-08-26,-0.0148752861618914,578,608
"1426",2021-08-27,-0.0306917420509693,569,597
"1427",2021-08-28,-0.0224010035692344,438,487
"1428",2021-08-29,-0.0380881887917792,469,490
"1429",2021-08-30,-0.0309979162778307,573,684
"1430",2021-08-31,-0.0414642790045173,605,626
"1431",2021-09-01,-0.032422132717938,830,1556
"1432",2021-09-02,-0.028791275900947,789,919
"1433",2021-09-03,-0.0301011447485576,756,945
"1434",2021-09-04,-0.0502715497437911,590,623
"1435",2021-09-05,-0.0479000214070861,544,580
"1436",2021-09-06,-0.0125567989056186,536,560
"1437",2021-09-07,-0.0735722538775899,717,1187
"1438",2021-09-08,-0.0380898662559669,645,703
"1439",2021-09-09,-0.0455186793117548,537,591
"1440",2021-09-10,-0.0333844319875863,566,799
"1441",2021-09-11,-0.0214370971921042,486,624
"1442",2021-09-12,-0.0208823057299635,618,664
"1443",2021-09-13,-0.0250812127633684,890,938
"1444",2021-09-14,-0.0345219392816333,707,855
"1445",2021-09-15,-0.0202574298567888,1141,1371
"1446",2021-09-16,-0.0157124853083555,776,831
"1447",2021-09-17,-0.00545774679186299,692,728
"1448",2021-09-18,-0.0207969987437084,547,568
"1449",2021-09-19,-0.00619512188015961,1473,1644
"1450",2021-09-20,-0.0155640942788229,1208,1349
"1451",2021-09-21,-0.0311630575363493,541,568
"1452",2021-09-22,-0.0447813281527267,609,635
"1453",2021-09-23,-0.0472506009642512,538,671
"1454",2021-09-24,-0.0023964746506408,1251,2500
"1455",2021-09-25,-0.0188141838812304,709,986
"1456",2021-09-26,-0.0387028325148836,447,957
"1457",2021-09-27,-0.00423487822468116,845,1846
"1458",2021-09-28,0.000346703009452681,831,1802
"1459",2021-09-29,-0.0151646975262262,671,719
"1460",2021-09-30,-0.0304155864058049,604,704
"1461",2021-10-01,-0.0309181800925066,757,1840
"1462",2021-10-02,-0.025130265408621,561,700
